Name,Latitude,Longitude
Unnamed Fountain,1.374421407671726,103.81179792454365
Unnamed Fountain,1.3744757373903855,103.8118023405385
Unnamed Fountain,1.3971574890921041,103.80306125990595
Unnamed Fountain,1.3494970576139065,103.76363934005997
Unnamed Fountain,1.3937027037039238,103.91843443473368
Unnamed Fountain,1.3988720427793992,103.91996534944327
Unnamed Fountain,1.4096112074714198,103.8981327233163
Unnamed Fountain,1.278947129700947,103.7989674266626
Unnamed Fountain,1.278947129700947,103.7989674266626
Unnamed Fountain,1.2789480723915363,103.7989257515837
Unnamed Fountain,1.2789480723915363,103.7989257515837
Unnamed Fountain,1.284456182223621,103.78991147118857
Unnamed Fountain,1.284456182223621,103.78991147118857
Unnamed Fountain,1.3708943980619042,103.96389800320426
Unnamed Fountain,1.3708983256914022,103.96389826400188
Unnamed Fountain,1.4254542971447113,103.79052037374265
Unnamed Fountain,1.4389558150152604,103.73804015704913
Unnamed Fountain,1.3586651355140187,103.94429714952574
Unnamed Fountain,1.3362004928412674,103.73107277944082
Unnamed Fountain,1.3368276772841452,103.73046077883193
Unnamed Fountain,1.264810869836631,103.80345962521736
Unnamed Fountain,1.2672405272640102,103.80228594559377
Unnamed Fountain,1.3375918456448341,103.70753711918987
Unnamed Fountain,1.3030918731629932,103.76697045810141
Unnamed Fountain,1.2987392791743175,103.76830366693633
Unnamed Fountain,1.2920295455038462,103.76611801783066
Unnamed Fountain,1.2834820748470943,103.79104204821117
Unnamed Fountain,1.27813664618459,103.81343547301942
Unnamed Fountain,1.2780171613876559,103.81296348400127
Unnamed Fountain,1.272838393175275,103.81876032926007
Unnamed Fountain,1.2932442449877402,103.87638939496445
Unnamed Fountain,1.2951898459890234,103.89332661639796
Unnamed Fountain,1.2965698633867564,103.89932518706536
Unnamed Fountain,1.2984223178392411,103.90560217091156
Unnamed Fountain,1.2998866667533377,103.90715988658017
Unnamed Fountain,1.3013501122122797,103.9131517484976
Unnamed Fountain,1.3025050696985494,103.91821922350402
Unnamed Fountain,1.3031593863162816,103.92153037691136
Unnamed Fountain,1.3044872937700809,103.92424661025346
Unnamed Fountain,1.3049558687922633,103.92890658145296
Unnamed Fountain,1.308478283475023,103.93972749814202
Unnamed Fountain,1.3123869013857654,103.95670797070069
Unnamed Fountain,1.314382856535821,103.9613725531946
Unnamed Fountain,1.3158922483167783,103.91449989985969
Unnamed Fountain,1.296733241666037,103.8865207299336
Unnamed Fountain,1.3325796420698768,103.88862860922863
Unnamed Fountain,1.3839977610290672,104.00120220884739
Unnamed Fountain,1.3737967165774714,104.00588660726204
Unnamed Fountain,1.36734614467313,104.01666173710701
Unnamed Fountain,1.3794186678413598,103.87326307904952
Unnamed Fountain,1.3595848275661258,103.85048641878936
Unnamed Fountain,1.3731984838278644,103.84136742980223
Unnamed Fountain,1.4390425107030511,103.77024132663752
Unnamed Fountain,1.38909903716712,103.7526987676316
Unnamed Fountain,1.4631841778616337,103.83696704389925
Unnamed Fountain,1.4526830111749343,103.77881447187418
Unnamed Fountain,1.4424130195482936,103.7845647884554
Unnamed Fountain,1.4511012926623992,103.78010276682028
Unnamed Fountain,1.3411558435358815,103.78101993979715
Unnamed Fountain,1.4234388465791035,103.84185297708734
Unnamed Fountain,1.4262678577064767,103.84108409481759
Unnamed Fountain,1.4371835675827729,103.83598271444686
Unnamed Fountain,1.386140675925553,103.74676606162677
Unnamed Fountain,1.3885485338102086,103.74645117585753
Unnamed Fountain,1.3673545535781289,103.75116464147528
Unnamed Fountain,1.3672166396438927,103.751734789654
Unnamed Fountain,1.3672115550385044,103.75172676560922
Unnamed Fountain,1.3022978652968233,103.79104704456952
